Country,Year,Status,Alcohol,percentageexpenditure,HepatitisB,Measles,BMI,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources
Mauritius,2014,Developing,0.01,115.2784282,97,0,32.8,98,4.81,97,0.1,7,6.9,0.769
Mauritius,2013,Developing,0.01,917.467628,98,0,32.3,98,4.82,98,0.1,7,7,0.765
Mauritius,2012,Developing,0.01,915.1859205,98,0,31.8,98,4.76,98,0.1,7.1,7,0.756
Mauritius,2011,Developing,3.03,918.807245,98,2,31.3,98,5.2,98,0.1,7.1,7.1,0.748
Mauritius,2010,Developing,2.95,0.108055973,99,12,3.7,99,5.29,99,0.2,7.2,7.2,0.74
Mauritius,2009,Developing,2.83,624.2361828,99,15,3.2,99,4.97,99,0.1,7.3,7.3,0.734
Mauritius,2008,Developing,2.49,6.6489825,99,12,29.7,99,4.6,99,0.1,7.4,7.3,0.728
Mauritius,2007,Developing,3.24,582.5143743,97,13,29.1,96,4.24,97,0.1,7.5,7.4,0.72
Mauritius,2006,Developing,3.73,502.3844946,97,3,28.6,98,4.38,97,0.1,7.6,7.5,0.713
Mauritius,2005,Developing,3.94,479.9234077,97,7,28,97,4.47,97,0.1,7.7,7.6,0.704
Mauritius,2004,Developing,4.16,509.3899943,98,28,27.5,98,4.29,98,0.1,7.8,7.7,0.696
Mauritius,2003,Developing,4.08,407.779262,97,777,26.9,99,4.15,99,0.1,7.9,7.8,0.687
Mauritius,2002,Developing,4.14,369.6317105,88,0,26.4,88,4.24,88,0.1,7.9,7.9,0.683
Mauritius,2001,Developing,4.38,70.15536981,92,0,25.8,93,3.87,92,0.1,8,8,0.673
Mauritius,2000,Developing,4.6,336.3213326,88,0,25.3,88,3.78,88,0.1,8.1,8.1,0.667
Mexico,2015,Developing,,0,82,0,63.5,87,,87,0.1,1.5,1.5,0.758
Mexico,2014,Developing,5.26,168.173753,84,3,62.8,87,6.3,87,0.1,1.6,1.5,0.754
Mexico,2013,Developing,5.23,150.408875,82,0,62.1,83,6.3,83,0.1,1.6,1.5,0.753
Mexico,2012,Developing,5.29,112.696486,99,0,61.5,99,6.21,99,0.1,1.6,1.5,0.748
Mexico,2011,Developing,5.3,1117.196097,98,3,6.8,97,6.4,97,0.1,1.6,1.6,0.745
Mexico,2010,Developing,5.21,1033.039737,93,0,6.1,95,6.39,95,0.1,1.6,1.6,0.739
Mexico,2009,Developing,5.27,881.7364327,95,0,59.4,95,6.6,95,0.1,1.7,1.6,0.738
Mexico,2008,Developing,5.36,159.8772264,97,0,58.7,96,6.6,96,0.1,1.7,1.6,0.735
Mexico,2007,Developing,5.35,105.7476131,98,0,57.9,98,5.92,98,0.1,1.7,1.7,0.731
Mexico,2006,Developing,5.11,980.2537444,98,23,57.2,98,5.83,98,0.1,1.8,1.7,0.723
Mexico,2005,Developing,4.93,998.3498049,98,6,56.4,98,6.4,98,0.1,1.8,1.7,0.719
Mexico,2004,Developing,4.9,920.8284115,98,64,55.7,98,6.11,98,0.1,1.8,1.8,0.714
Mexico,2003,Developing,4.88,781.2062828,98,44,54.9,98,6.2,98,0.1,1.9,1.8,0.708
Mexico,2002,Developing,4.77,12.1859723,97,0,54.1,98,5.52,97,0.1,1.9,1.8,0.703
Mexico,2001,Developing,4.86,13.31109532,97,3,53.2,97,5.35,97,0.1,1.9,1.9,0.7
Mexico,2000,Developing,4.99,10.22840118,97,30,52.4,97,4.98,97,0.1,2,1.9,0.694
Micronesia(FederatedStatesof),2015,Developing,,0,78,0,69.4,71,,72,0.1,0.2,0.2,0.637
Micronesia(FederatedStatesof),2014,Developing,1.58,0,81,140,68.7,76,13.71,77,0.1,0.2,0.2,0.639
Micronesia(FederatedStatesof),2013,Developing,1.67,0,83,0,68.1,81,13.38,81,0.1,0.2,0.2,0.641
Micronesia(FederatedStatesof),2012,Developing,2.98,0,82,0,67.5,81,12.77,81,0.1,0.2,0.2,0.64
Micronesia(FederatedStatesof),2011,Developing,1.89,0,83,0,67,83,13.76,84,0.1,0.2,0.2,0.638
Micronesia(FederatedStatesof),2010,Developing,1.76,0,88,0,66.4,85,13.83,85,0.1,0.2,0.2,0.633
Micronesia(FederatedStatesof),2009,Developing,2.06,0,89,0,65.8,81,13.44,91,0.1,0.2,0.2,0.629
Micronesia(FederatedStatesof),2008,Developing,1.97,0,89,0,65.2,88,12.94,85,0.1,0.2,0.2,0.628
Micronesia(FederatedStatesof),2007,Developing,1.64,0,9,0,64.7,79,11.99,79,0.1,0.2,0.2,0.625
Micronesia(FederatedStatesof),2006,Developing,1.73,0,84,0,64.1,81,11.92,67,0.1,0.2,0.2,0.622
Micronesia(FederatedStatesof),2005,Developing,1.9,0,91,0,63.6,94,12.11,94,0.1,0.2,0.2,0.617
Micronesia(FederatedStatesof),2004,Developing,2.02,0,8,0,63.2,82,1.64,78,0.1,0.2,0.2,0.616
Micronesia(FederatedStatesof),2003,Developing,3.15,0,89,0,62.8,88,9.69,92,0.1,0.2,0.2,0.612
Micronesia(FederatedStatesof),2002,Developing,2.78,0,85,0,62.4,84,8.2,84,0.1,0.2,0.2,0.608
Micronesia(FederatedStatesof),2001,Developing,2.82,0,81,0,62,79,8.58,75,0.1,0.3,0.2,0.604
Micronesia(FederatedStatesof),2000,Developing,2.23,0,87,0,61.5,85,7.88,85,0.1,0.3,0.3,0
Monaco,2013,Developing,0.01,0,99,0,,99,4.3,99,0.1,,,
Mongolia,2015,Developing,,0,99,20359,52.7,99,,99,0.1,2.2,2.3,0.733
Mongolia,2014,Developing,0.01,281.0023992,99,0,51.5,99,4.73,99,0.1,2.2,2.3,0.729
Mongolia,2013,Developing,0.01,241.1958645,98,0,5.4,98,4.21,98,0.1,2.2,2.3,0.72
Mongolia,2012,Developing,0.01,253.8285861,99,0,49.2,99,4.22,99,0.1,2.2,2.3,0.712
Mongolia,2011,Developing,0.01,257.8403154,99,0,48,99,4.45,99,0.1,2.2,2.3,0.701
Mongolia,2010,Developing,5.8,22.31624272,96,7,46.9,96,4.7,96,0.1,2.2,2.3,0.693
Mongolia,2009,Developing,4.61,134.1678932,97,8,45.9,96,5.29,95,0.1,2.2,2.3,0.686
Mongolia,2008,Developing,4.26,181.0123284,96,31,44.9,95,5.58,96,0.1,2.2,2.3,0.673
Mongolia,2007,Developing,3.79,126.698109,98,12,43.9,99,5.6,95,0.1,2.2,2.4,0.661
Mongolia,2006,Developing,2.91,122.1206485,98,26,43,98,4.68,99,0.1,2.2,2.4,0.649
Mongolia,2005,Developing,2.75,98.68367951,98,0,42.1,99,5.9,99,0.1,2.3,2.4,0.637
Mongolia,2004,Developing,1.75,73.24150483,98,0,41.3,99,5.99,99,0.1,2.3,2.4,0.621
Mongolia,2003,Developing,1.31,56.05686428,98,18,4.5,98,6.18,98,0.1,2.4,2.5,0.609
Mongolia,2002,Developing,2.43,55.60878216,98,1205,39.8,98,5.81,98,0.1,2.4,2.5,0.599
Mongolia,2001,Developing,2.87,61.84921903,95,10677,39.1,95,5.45,95,0.1,2.5,2.6,0.588
Mongolia,2000,Developing,2.79,56.431387,93,925,38.5,94,4.92,94,0.1,2.6,2.6,0.582
Montenegro,2015,Developing,,0,82,0,61.8,89,,89,0.1,1.8,1.8,0.804
Montenegro,2014,Developing,0.01,726.0291764,87,0,61.3,91,6.42,91,0.1,1.8,1.9,0.803
Montenegro,2013,Developing,0.01,707.144691,9,0,6.7,94,6.43,94,0.1,1.8,1.9,0.799
Montenegro,2012,Developing,0.01,648.1331781,9,0,6.2,94,7.25,94,0.1,1.9,1.9,0.797
Montenegro,2011,Developing,6.56,666.7374371,91,5,59.7,95,6.92,95,0.1,1.9,2,0.792
Montenegro,2010,Developing,6.56,635.4849381,9,5,59.1,93,6.9,94,0.1,2,2,0.787
Montenegro,2009,Developing,6.45,489.6818699,87,0,58.5,91,6.7,92,0.1,2,2.1,0.785
Montenegro,2008,Developing,6.17,709.1311228,93,0,57.8,95,6.13,95,0.1,2.1,2.1,0.774
Montenegro,2007,Developing,4.98,678.5188944,9,0,57.2,92,6.74,92,0.1,2.1,2.2,0.762
Montenegro,2006,Developing,5.38,595.7306923,9,0,56.5,9,8.1,9,0.1,2.2,2.2,0.751
Montenegro,2005,Developing,,527.3076721,,0,55.7,,8.46,,0.1,2.3,2.3,0.746
Montenegro,2004,Developing,0.01,57.12190146,,0,55,,8.45,,0.1,2.3,2.4,0.74
Montenegro,2003,Developing,0.01,495.0782963,,0,54.2,,8.91,,0.1,2.4,2.4,0
Montenegro,2002,Developing,0.01,36.48024032,,0,53.5,,8.33,,0.1,2.5,2.5,0
Montenegro,2001,Developing,0.01,33.66981355,,0,52.7,,8.23,,0.1,2.5,2.6,0
Montenegro,2000,Developing,0.01,274.5472605,,0,51.9,,7.32,,0.1,2.6,2.7,0
Morocco,2015,Developing,,0,99,17,58.5,99,,99,0.1,6.4,6.2,0.645
Morocco,2014,Developing,0.43,198.7343495,99,10,57.5,99,5.91,99,0.1,6.4,6.2,0.64
Morocco,2013,Developing,0.45,179.8598949,99,92,56.5,99,5.94,99,0.1,6.4,6.2,0.634
Morocco,2012,Developing,0.55,19.15853732,99,668,55.5,99,6.15,99,0.1,6.3,6.2,0.623
Morocco,2011,Developing,0.54,22.0945504,98,982,54.6,98,5.99,99,0.1,6.3,6.2,0.612
Morocco,2010,Developing,0.56,183.6592186,98,633,53.6,99,5.86,99,0.1,6.3,6.2,0.603
Morocco,2009,Developing,0.62,188.2902861,98,834,52.7,99,5.67,99,0.1,6.4,6.2,0.596
Morocco,2008,Developing,0.51,171.3658969,97,1455,51.7,99,5.41,99,0.1,6.4,6.3,0.589
Morocco,2007,Developing,0.56,157.6431445,95,2248,5.8,95,5.48,95,0.1,6.4,6.3,0.581
Morocco,2006,Developing,0.58,127.7632005,95,1217,49.9,97,5.23,97,0.1,6.4,6.3,0.575
Morocco,2005,Developing,0.47,9.469371264,96,0,49.1,98,5.6,98,0.1,6.5,6.3,0.569
Morocco,2004,Developing,0.56,100.3638322,95,6399,48.2,97,5.22,97,0.1,6.5,6.4,0.561
Morocco,2003,Developing,0.58,88.16506179,9,10841,47.3,91,5.25,91,0.1,6.6,6.4,0.551
Morocco,2002,Developing,0.46,66.72933871,92,6000,46.5,94,5.31,94,0.1,6.6,6.5,0.54
Morocco,2001,Developing,0.46,71.11645,84,2724,45.7,93,4.44,96,0.1,6.7,6.5,0.53
Morocco,2000,Developing,0.45,63.42140024,43,7368,44.8,95,4.18,95,0.1,6.7,6.6,0.519
Mozambique,2015,Developing,,0,8,79,22.6,8,,8,3.9,3.6,3.5,0.414
Mozambique,2014,Developing,0.01,54.91159475,79,9,22.2,79,6.98,79,4.1,3.6,3.5,0.409
Mozambique,2013,Developing,1.16,5.813338496,78,8,21.8,78,5.9,78,5.1,3.6,3.5,0.405
Mozambique,2012,Developing,1.19,49.90987221,76,145,21.3,73,5.58,76,6.9,3.6,3.5,0.4
Mozambique,2011,Developing,0.94,40.80617976,76,177,2.9,73,6.23,76,9.6,3.7,3.6,0.397
Mozambique,2010,Developing,0.96,5.743393664,74,2321,2.5,73,5.38,74,10.8,3.7,3.6,0.39
Mozambique,2009,Developing,1.18,39.75216936,74,60,2.1,74,5.43,74,11.3,3.7,3.6,0.382
Mozambique,2008,Developing,1.48,0.796915785,75,4,19.7,74,4.91,75,12.6,3.7,3.7,0.372
Mozambique,2007,Developing,1.03,53.9502789,75,267,19.3,75,5.25,75,14.1,3.8,3.7,0.36
Mozambique,2006,Developing,1.2,58.59644487,75,183,18.9,73,6.51,78,16.3,3.8,3.7,0.353
Mozambique,2005,Developing,1.23,67.33378735,75,12598,18.5,71,6.87,8,16.2,3.9,3.8,0.341
Mozambique,2004,Developing,1.54,46.58195631,76,9396,18.1,69,5.91,83,15.9,3.9,3.8,0.332
Mozambique,2003,Developing,1.68,42.52689559,76,28898,17.7,67,6.39,85,15.3,4,3.9,0.318
Mozambique,2002,Developing,2.16,40.82597077,76,7155,17.3,76,6.45,76,14.5,4,4,0.311
Mozambique,2001,Developing,2.09,37.82511936,25,7085,16.9,72,5.64,73,13.4,4.1,4,0.298
Mozambique,2000,Developing,1.14,47.17250718,,7375,16.5,69,6.16,7,12.2,4.2,4.1,0.291
Myanmar,2015,Developing,,0,89,6,23.8,89,,89,0.3,12.8,13,0.552
Myanmar,2014,Developing,0.01,45.33788677,88,122,22.9,88,2.28,88,0.3,12.9,13.1,0.547
Myanmar,2013,Developing,0.7,38.33793462,75,1010,22.1,76,2.16,75,0.4,12.9,13.2,0.54
Myanmar,2012,Developing,0.55,38.4279083,58,2175,21.3,87,2.22,84,0.5,13,13.2,0.533
Myanmar,2011,Developing,0.33,21.23698847,4,2046,2.5,9,1.87,84,0.5,13,13.3,0.526
Myanmar,2010,Developing,0.3,17.48293752,92,190,19.8,9,1.92,9,0.5,13.1,13.3,0.515
Myanmar,2009,Developing,0.28,11.05247903,91,329,19.1,9,2.5,9,0.6,13.1,13.4,0.504
Myanmar,2008,Developing,0.3,9.53048032,85,333,18.3,85,1.87,85,0.6,13.2,13.4,0.493
Myanmar,2007,Developing,0.26,0.5305728,85,1088,17.6,84,1.68,86,0.6,13.2,13.5,0.484
Myanmar,2006,Developing,0.28,4.632776304,75,760,17,82,1.78,82,0.6,13.2,13.5,0.474
Myanmar,2005,Developing,0.28,2.793843188,62,314,16.4,86,1.83,73,0.5,13.2,13.6,0.465
Myanmar,2004,Developing,0.44,4.15451614,39,1329,15.7,92,1.97,82,0.5,13.3,13.6,0.455
Myanmar,2003,Developing,0.4,3.824212472,8,830,15.2,86,1.97,78,0.5,13.3,13.6,0.445
Myanmar,2002,Developing,0.41,3.421880938,,736,14.6,84,2.5,79,0.4,13.3,13.7,0.435
Myanmar,2001,Developing,0.38,1.917164,,2519,14.1,77,1.8,73,0.4,13.3,13.7,0.427
Myanmar,2000,Developing,0.35,2.511437292,,845,13.6,88,1.84,82,0.4,13.3,13.7,0.417
Namibia,2015,Developing,,0,92,212,35.7,92,,92,2.1,8.2,8.1,0.637
Namibia,2014,Developing,0.01,751.3982719,88,477,34.9,88,8.93,88,2.2,8.6,8.5,0.632
Namibia,2013,Developing,0.01,760.6550553,89,1028,34.1,89,8.53,89,2.5,9,8.9,0.625
Namibia,2012,Developing,0.01,796.8734263,84,86,33.3,84,8.24,84,3.7,9.5,9.4,0.619
Namibia,2011,Developing,7.84,7.896234931,82,79,32.5,85,8.78,82,4.7,9.9,9.9,0.612
Namibia,2010,Developing,7.58,719.5535161,83,3138,31.8,83,7.89,83,6.2,1.4,1.4,0.604
Namibia,2009,Developing,7.99,575.6748069,,4076,31,83,8.5,83,8.7,1.9,1.9,0.598
Namibia,2008,Developing,6.28,59.55033546,,0,3.2,83,7.15,83,11.7,11.5,11.4,0.589
Namibia,2007,Developing,5.12,62.11039296,,21,29.4,81,6.99,86,15.2,12,12,0.578
Namibia,2006,Developing,4.94,459.1572399,,3,28.7,74,7.2,86,19.2,12.6,12.6,0.57
Namibia,2005,Developing,4.89,457.7200522,,4,27.9,86,7.32,86,22.1,13.1,13.1,0.565
Namibia,2004,Developing,4.8,368.2848258,,4,27.2,81,6.47,81,24,13.7,13.7,0.559
Namibia,2003,Developing,5.28,294.6571552,,262,26.5,82,6.52,79,24.7,14.2,14.3,0.554
Namibia,2002,Developing,5.09,203.7322893,,1278,25.8,78,6.17,77,24.6,14.7,14.8,0.556
Namibia,2001,Developing,5.09,205.8078833,,416,25.1,79,6.18,78,23.9,15.2,15.4,0.556
Namibia,2000,Developing,5.73,35.80978512,,469,24.5,8,6.11,79,22.8,15.7,15.9,0.559
Nauru,2013,Developing,0.01,15.60659587,87,0,87.3,87,4.65,87,0.1,0.1,0.1,
Nepal,2015,Developing,,0,91,1599,19.1,9,,91,0.1,15.7,16.1,0.555
Nepal,2014,Developing,0.01,8.523486403,92,1279,18.5,92,5.8,92,0.1,15.9,16.3,0.551
Nepal,2013,Developing,0.27,80.15505125,92,1861,18,92,5.69,92,0.1,16.1,16.5,0.545
Nepal,2012,Developing,0.26,80.58788376,9,3362,17.4,9,5.89,9,0.2,16.3,16.7,0.538
Nepal,2011,Developing,0.27,112.1229028,92,2359,16.9,92,6.73,92,0.2,16.5,16.9,0.529
Nepal,2010,Developing,0.24,84.62302524,82,190,16.4,83,6.43,82,0.2,16.7,17.2,0.515
Nepal,2009,Developing,0.22,6.19357029,89,189,15.9,93,6.41,89,0.2,16.9,17.4,0.502
Nepal,2008,Developing,0.21,70.27113179,82,2089,15.4,82,6.44,82,0.2,17,17.6,0.492
Nepal,2007,Developing,0.2,52.22906505,82,1415,14.9,82,5.84,82,0.2,17.2,17.8,0.486
Nepal,2006,Developing,0.2,45.87989927,69,2838,14.4,91,5.7,89,0.2,17.4,18,0.476
Nepal,2005,Developing,0.2,4.259752532,41,5023,13.9,78,5.72,75,0.2,17.6,18.2,0.469
Nepal,2004,Developing,0.21,31.93187316,27,12074,13.4,8,5.82,8,0.2,17.8,18.4,0.463
Nepal,2003,Developing,0.2,2.79096532,2,13344,12.9,76,5.48,78,0.1,18,18.6,0.457
Nepal,2002,Developing,0.19,23.18394594,,6749,12.4,72,5.6,72,0.1,18.2,18.8,0.447
Nepal,2001,Developing,0.09,21.92813881,,10849,11.9,73,5.36,72,0.1,18.3,19,0.446
Nepal,2000,Developing,0.08,17.9123368,,9397,11.4,74,5.43,74,0.1,18.5,19.2,0.439
Netherlands,2015,Developed,,0,94,7,62.1,95,,95,0.1,1,0.9,0.923
Netherlands,2014,Developed,0.01,1491.703605,92,140,61.6,96,1.9,96,0.1,1,0.9,0.923
Netherlands,2013,Developed,8.68,1475.030397,51,2632,61,97,11.4,97,0.1,1,0.9,0.922
Netherlands,2012,Developed,9.05,1162.656768,2,10,6.5,97,11.1,97,0.1,1,0.9,0.921
Netherlands,2011,Developed,8.96,1047.370244,2,51,59.9,97,1.53,97,0.1,1,0.9,0.911
Netherlands,2010,Developed,9.33,1035.621437,,15,59.3,97,1.48,97,0.1,1,0.9,0.906
Netherlands,2009,Developed,9.23,96.8585885,,15,58.6,97,1.29,97,0.1,1,0.9,0.906
Netherlands,2008,Developed,9.62,10873.40554,,109,57.9,97,9.57,97,0.1,1,0.9,0.905
Netherlands,2007,Developed,9.53,9689.732784,,10,57.3,97,9.36,97,0.1,1,1,0.899
Netherlands,2006,Developed,9.79,8344.010392,,1,56.5,96,9.36,96,0.1,1,1,0.893
Netherlands,2005,Developed,9.69,6577.508136,,4,55.8,96,9.6,96,0.1,1,1,0.888
Netherlands,2004,Developed,9.56,5170.130703,,11,55,98,8.52,98,0.1,1,1,0.885
Netherlands,2003,Developed,9.56,4472.6114,,4,54.2,98,8.46,98,0.1,1.1,1,0.881
Netherlands,2002,Developed,9.68,3455.197053,,3,53.4,97,8.34,97,0.1,1.1,1,0.882
Netherlands,2001,Developed,9.95,3054.515582,,0,52.6,97,7.79,97,0.1,1.1,1.1,0.878
Netherlands,2000,Developed,10.06,2944.640134,,1019,51.8,97,7.42,97,0.1,1.1,1.1,0.873
NewZealand,2015,Developed,8.7,0,92,10,67.5,92,,92,0.1,0.4,0.3,0.913
NewZealand,2014,Developed,9.07,1040.278436,93,280,66.9,93,11.3,93,0.1,0.4,0.3,0.91
NewZealand,2013,Developed,9.18,10019.0763,93,8,66.4,92,11.17,92,0.1,0.3,0.3,0.908
NewZealand,2012,Developed,9.2,924.5653683,93,68,65.9,93,11.53,93,0.1,0.3,0.3,0.904
NewZealand,2011,Developed,9.47,8342.405764,95,597,65.3,95,11.24,95,0.1,0.3,0.3,0.901
NewZealand,2010,Developed,9.62,6664.148708,9,43,64.8,93,11.2,93,0.1,0.3,0.3,0.899
NewZealand,2009,Developed,9.24,63.57705167,93,198,64.3,92,11.21,92,0.1,0.3,0.3,0.895
NewZealand,2008,Developed,9.49,6761.288966,9,0,63.8,89,1.7,89,0.1,0.3,0.3,0.894
NewZealand,2007,Developed,9.19,606.3106561,88,25,63.2,88,8.35,88,0.1,0.3,0.3,0.891
NewZealand,2006,Developed,9.34,496.2228007,87,20,62.6,89,8.65,89,0.1,0.3,0.3,0.888
NewZealand,2005,Developed,9.31,491.055852,87,20,62.1,89,8.25,89,0.1,0.3,0.3,0.886
NewZealand,2004,Developed,9.15,442.3774869,88,33,61.5,87,7.89,89,0.1,0.3,0.3,0.884
NewZealand,2003,Developed,8.91,3661.792922,89,66,6.9,86,7.71,9,0.1,0.3,0.3,0.881
NewZealand,2002,Developed,9.13,2892.257132,89,21,6.3,84,7.89,9,0.1,0.3,0.3,0.873
NewZealand,2001,Developed,8.75,2205.98595,9,65,59.6,82,7.58,9,0.1,0.3,0.3,0.868
NewZealand,2000,Developed,8.91,2143.021083,9,65,58.9,82,7.47,9,0.1,0.3,0.3,0.864
Nicaragua,2015,Developing,,0,98,0,54,99,,98,0.1,1.8,1.7,0.642
Nicaragua,2014,Developing,3.55,473.1238124,98,0,53.2,99,9.4,98,0.1,1.8,1.7,0.636
Nicaragua,2013,Developing,3.58,366.4841804,98,0,52.4,99,8.43,98,0.1,1.8,1.7,0.63
Nicaragua,2012,Developing,3.63,334.8174246,98,0,51.7,99,8.4,98,0.1,1.8,1.7,0.625
Nicaragua,2011,Developing,3.39,321.6132593,98,0,5.9,99,6.39,98,0.1,1.8,1.8,0.62
Nicaragua,2010,Developing,3.38,302.7045411,98,0,5.2,99,6.58,98,0.1,1.9,1.8,0.614
Nicaragua,2009,Developing,3.36,292.753101,98,0,49.4,99,6.82,98,0.2,1.9,1.8,0.613
Nicaragua,2008,Developing,3.64,275.064434,97,0,48.6,97,6.98,97,0.2,1.9,1.8,0.607
Nicaragua,2007,Developing,3.83,253.0007812,93,0,47.9,93,6.91,93,0.2,2,1.9,0.601
Nicaragua,2006,Developing,3.69,21.41123529,88,0,47.1,88,6.33,88,0.3,2,1.9,0.597
Nicaragua,2005,Developing,3.7,218.5716179,86,0,46.4,87,6.11,86,0.3,2,1.9,0.592
Nicaragua,2004,Developing,3.81,36.81621175,79,0,45.7,8,6.13,79,0.3,2.1,2,0.587
Nicaragua,2003,Developing,3.77,2.542436908,86,0,44.9,86,6.12,86,0.3,2.1,2,0.583
Nicaragua,2002,Developing,3.5,2.092343893,85,0,44.2,85,5.71,85,0.4,2.2,2.1,0.577
Nicaragua,2001,Developing,3.51,22.35595448,87,0,43.5,89,5.26,87,0.4,2.2,2.1,0.57
Nicaragua,2000,Developing,3.61,15.25518816,83,0,42.8,85,5.39,83,0.4,2.2,2.1,0.562
Niger,2015,Developing,,0,65,7693,19.3,65,,65,0.4,9.6,9.4,0.351
Niger,2014,Developing,0.01,3.304039899,68,1142,18.9,67,5.82,68,0.5,9.8,9.6,0.345
Niger,2013,Developing,0.01,31.50243237,67,1224,18.5,56,5.9,67,0.6,1,9.9,0.341
Niger,2012,Developing,0.01,29.75517982,71,272,18.1,71,6.11,71,0.7,1.3,1.1,0.331
Niger,2011,Developing,0.15,32.22493445,75,771,17.7,4,6.66,75,0.7,1.5,1.3,0.323
Niger,2010,Developing,0.12,5.883760536,7,372,17.3,75,6.36,7,0.9,1.7,1.6,0.312
Niger,2009,Developing,0.11,5.665405066,71,801,16.9,71,6.98,71,1.1,11,1.8,0.307
Niger,2008,Developing,0.12,40.37835666,,1317,16.5,68,6.76,67,1.3,11.2,11,0.298
Niger,2007,Developing,0.1,35.80929749,,282,16.1,57,6.94,57,1.4,11.4,11.3,0.293
Niger,2006,Developing,0.11,43.42193066,,59,15.7,52,7.39,51,1.5,11.6,11.5,0.286
Niger,2005,Developing,0.11,3.751715442,,2183,15.4,46,7.15,45,1.6,11.9,11.8,0.278
Niger,2004,Developing,0.11,20.86118432,,63057,15,45,6.61,43,1.6,12.1,12,0.27
Niger,2003,Developing,0.1,20.26876572,,54190,14.6,44,6.23,41,1.6,12.3,12.2,0.266
Niger,2002,Developing,0.1,17.58722718,,31584,14.3,43,6.55,39,1.6,12.5,12.5,0.261
Niger,2001,Developing,0.11,1.817829717,,61208,13.9,42,7.1,36,1.6,12.7,12.7,0.255
Niger,2000,Developing,0.1,13.35783844,,21319,13.6,41,6.1,34,1.5,12.8,12.9,0.253
Nigeria,2015,Developing,,0,49,12423,25.4,49,,49,3.7,9.8,9.7,0.525
Nigeria,2014,Developing,0.01,263.2111031,49,6855,24.7,49,3.67,49,3.9,1.1,9.9,0.521
Nigeria,2013,Developing,8.3,194.2032879,46,52852,24.1,46,3.7,46,3.9,1.4,1.2,0.514
Nigeria,2012,Developing,8.54,204.7186256,42,6447,23.5,42,3.3,42,4.4,1.7,1.6,0.507
Nigeria,2011,Developing,8.75,187.5733187,46,18843,22.8,48,3.69,48,4.7,11,1.9,0.5
Nigeria,2010,Developing,8.9,133.1230872,49,8491,22.2,54,3.47,54,4.8,11.3,11.2,0.492
Nigeria,2009,Developing,9.05,14.5676468,63,1272,21.6,66,4.24,63,4.9,11.7,11.6,0.487
Nigeria,2008,Developing,9.3,105.5910629,41,9960,21,6,4,53,5,12,11.9,0.481
Nigeria,2007,Developing,9.55,104.4746444,42,2613,2.4,54,4.47,42,5.2,12.3,12.3,0.477
Nigeria,2006,Developing,9.66,10.35779424,27,704,19.9,46,3.66,4,5.3,12.6,12.6,0.466
Nigeria,2005,Developing,9.71,6.416252787,18,110927,19.3,45,4.11,36,5.4,12.9,12.9,0.463
Nigeria,2004,Developing,9.76,57.22555815,,31521,18.8,43,4.33,33,5.4,13.2,13.2,0.445
Nigeria,2003,Developing,9.75,30.19550849,,141258,18.3,42,4.5,29,5.4,13.5,13.6,0
Nigeria,2002,Developing,9.61,17.137754,,42007,17.8,4,2.43,25,5.3,13.8,13.8,0
Nigeria,2001,Developing,9.58,15.830985,,168107,17.3,36,3.25,27,5.1,14.1,14.1,0
Nigeria,2000,Developing,9.23,22.48177606,,212183,16.9,31,2.84,29,4.9,14.3,14.4,0
Niue,2013,Developing,0.01,0,99,0,77.3,99,7.2,99,0.1,0.1,0.1,
Norway,2015,Developed,5.97,0,,14,61.2,95,,95,0.1,0.8,0.7,0.948
Norway,2014,Developed,6.06,177.6382878,,3,6.8,93,9.72,93,0.1,0.8,0.7,0.945
Norway,2013,Developed,6.21,234.782883,,8,6.3,94,9.39,94,0.1,0.8,0.7,0.942
Norway,2012,Developed,6.21,2094.19096,,4,59.8,95,9.16,95,0.1,0.7,0.7,0.941
Norway,2011,Developed,6.53,277.3550522,,39,59.4,94,9.14,94,0.1,0.7,0.7,0.939
Norway,2010,Developed,6.59,15268.06445,,3,58.9,93,9.26,93,0.1,0.7,0.7,0.936
Norway,2009,Developed,6.68,142.3749426,,2,58.5,94,9.49,94,0.1,0.7,0.7,0.936
Norway,2008,Developed,6.75,1707.130633,,4,58,94,8.4,94,0.1,0.7,0.7,0.936
Norway,2007,Developed,6.6,14829.41215,,0,57.5,93,8.58,93,0.1,0.7,0.7,0.934
Norway,2006,Developed,6.47,12829.25408,,0,57,94,8.43,94,0.1,0.8,0.7,0.931
Norway,2005,Developed,6.37,11792.53465,,0,56.5,91,8.89,91,0.1,0.8,0.7,0.929
Norway,2004,Developed,6.22,1009.825011,,7,55.9,92,9.44,92,0.1,0.8,0.7,0.924
Norway,2003,Developed,6.04,880.7380617,,8,55.3,92,9.85,92,0.1,0.8,0.7,0.918
Norway,2002,Developed,5.89,749.6823382,,5,54.6,93,9.62,93,0.1,0.8,0.7,0.916
Norway,2001,Developed,5.49,6356.827282,,4,54,91,8.65,91,0.1,0.8,0.7,0.917
Norway,2000,Developed,5.67,6191.211908,,0,53.3,91,8.27,9,0.1,0.8,0.7,0.911
Oman,2015,Developing,,0,99,0,54.6,99,,99,0.1,7.1,6.9,0.795
Oman,2014,Developing,0.4,166.1913728,99,0,53.5,99,3.55,99,0.1,7.1,6.9,0.796
